sdss_id,n_visits_rv,dv_rad_max,v_rad_std,v_rad_median,mjd_span
87080715,1,,,-52.921,
87082271,2,2.369,1.185,18.784,384.00
87083574,6,0.180,0.074,-47.098,111.00
87084304,11,0.720,0.186,-21.629,349.00
87086692,11,8.514,2.579,-12.632,349.00
87087096,1,,,55.748,
87089480,3,1.237,0.510,2.517,390.00
87090699,11,100.666,34.263,25.278,349.00
87092238,1,,,-22.178,
87098038,14,30.704,9.095,-3.030,294.00
87103821,1,,,-12.557,
87104516,3,3.539,1.620,-71.209,29.00
87106663,9,133.621,45.410,14.688,259.00
87107320,3,17.142,7.040,41.999,29.00
87108252,9,152.723,57.933,-1.708,259.00
87108681,3,181.207,84.188,39.466,10.00
87111516,4,0.186,0.073,7.916,100.00
87116390,11,54.488,15.884,23.698,409.00
87133312,8,0.172,0.064,-89.706,300.00
87133811,9,7.113,3.093,-12.543,259.00
87134571,1,,,-17.756,
87137741,9,9.116,3.780,-37.794,259.00
87138050,8,6.667,2.721,-7.138,300.00
87138102,1,,,-42.226,
87138902,1,,,-8.569,
87139009,1,,,-69.278,
87139409,1,,,-20.063,
87139901,9,231.101,77.245,-5.806,259.00
87141604,1,,,-11.176,
87142592,1,,,-33.596,
87143271,1,,,-30.315,
87144980,1,,,-20.662,
87147980,1,,,16.419,
87148190,1,,,-20.132,
87158543,3,0.214,0.087,-16.354,34.00
87161090,1,,,1.322,
87164004,3,98.748,45.090,-37.953,34.00
87165455,1,,,18.272,
87166454,1,,,33.889,
87168237,1,,,5.092,
87175180,12,1273.934,367.184,10.625,420.00
87188571,13,10.344,3.916,-16.620,424.00
87195340,1,,,114.219,
87195567,2,2.793,1.396,-60.872,337.00
87200903,1,,,-4.044,
87202226,1,,,-29.681,
87203116,9,21.540,7.414,20.253,404.00
87204613,3,40.292,18.693,-40.171,246.00
87204705,3,7.160,2.978,25.767,51.00
87206570,3,2.056,0.887,-78.698,246.00
87210042,1,,,-33.914,
87210362,1,,,-65.117,
87210378,1,,,-6.984,
87210454,9,15.821,5.421,-48.728,404.00
87210573,9,2.114,0.682,-0.138,404.00
87212742,2,2.177,1.089,21.004,337.00
87219092,1,,,-35.376,
87219390,3,181.135,80.928,72.616,3.00
87221250,2,13.579,6.789,-40.349,337.00
87222031,2,14.575,7.288,11.791,337.00
87223019,2,3.895,1.948,49.624,355.00
87223020,1,,,-24.482,
87223025,2,25.738,12.869,24.317,3.00
87223357,1,,,8.317,
87226189,4,8.990,3.690,47.006,783.00
87226749,2,13.495,6.747,-56.340,337.00
87227097,1,,,-20.697,
87228259,6,0.585,0.191,-23.455,792.00
87228496,1,,,-32.715,
87228652,2,14.492,7.246,-58.897,337.00
87229090,19,6.297,1.555,2.330,401.00
87229640,16,1.229,0.340,11.632,2435.00
87233147,3,1547.510,728.351,784.638,3.00
87234328,1,,,1.599,
87235722,19,11.588,2.922,5.042,382.00
87239092,12,20.398,6.071,-4.444,2925.00
87239275,3,5.239,2.233,-16.228,23.00
87239474,4,1.163,0.435,-4.658,735.00
87239475,2,0.053,0.027,24.791,337.00
87240105,7,38.867,14.839,-24.969,404.00
87240318,1,,,-9.524,
87242073,2,3.326,1.663,-12.467,408.00
87242341,2,9.397,4.699,-57.384,377.00
87242844,4,1.628,0.658,-47.312,48.00
87242936,10,0.541,0.200,11.129,445.00
87243026,0,,,,
87243828,1,,,-10.608,
87244341,11,4.486,1.876,-78.080,415.00
87244513,3,1.519,0.682,-1.408,2.00
87244869,3,0.573,0.264,-1.514,325.00
87244918,11,82.517,29.186,20.917,415.00
87244947,3,33.422,15.257,-20.635,325.00
87245150,14,0.594,0.151,22.611,352.00
87245553,3,0.294,0.131,-63.697,3.00
87245566,1,,,-60.225,
87245629,1,,,-59.339,
87245747,1,,,-36.860,
87253545,9,0.281,0.088,43.630,404.00
87254090,3,67.677,31.037,-43.108,89.00
87254596,2,5.712,2.856,7.582,17.00
87255388,3,31.320,12.834,-34.865,246.00
87259392,1,,,-4.254,
87260812,1,,,0.443,
87261669,1,,,49.395,
87265822,1,,,-30.418,
87267166,12,108.598,34.545,58.084,3362.00
87267821,9,136.896,45.874,56.428,394.00
87268732,9,0.850,0.220,-33.116,394.00
87269192,1,,,4.796,
87279089,3,76.806,34.732,-16.087,89.00
87279354,1,,,-48.188,
87279435,3,6.939,2.982,9.027,89.00
87281207,1,,,7.644,
87281226,1,,,-60.967,
87284392,9,0.562,0.182,47.025,394.00
87284582,1,,,5.494,
87286630,11,85.379,30.484,37.728,415.00
87294894,1,,,-79.033,
87297761,3,17.908,8.023,20.108,26.00
87301766,8,12.686,4.016,38.276,406.00
87303382,1,,,-23.481,
87304533,1,,,-23.163,
87308278,1,,,-11.419,
87308555,1,,,-8.473,
87309533,1,,,-6.813,
87313594,1,,,-42.761,
87314579,6,1.513,0.517,-10.566,353.00
87316013,6,0.280,0.096,-11.311,353.00
87316327,6,0.256,0.083,-62.695,353.00
87316809,11,8.929,2.527,-15.106,437.00
87318188,6,0.175,0.060,-11.923,353.00
87318272,6,4.526,1.634,-6.637,353.00
87319211,6,0.708,0.213,-6.216,353.00
87322581,1,,,33.351,
87329920,2,9.776,4.888,23.203,1.00
87330281,2,0.147,0.073,-7.229,1.00
87332909,10,110.721,37.707,-55.286,401.00
87333599,11,0.207,0.062,14.371,437.00
87334135,1,,,-31.298,
87334977,3,0.303,0.134,-9.656,25.00
87336589,1,,,1.179,
87338495,1,,,-78.505,
87339822,1,,,-32.787,
87340361,16,0.862,0.197,-38.273,53.00
87340610,1,,,60.538,
87341019,1,,,12.286,
87341507,9,0.977,0.349,8.939,412.00
87342041,1,,,-55.553,
87342294,2,13.577,6.789,-6.105,401.00
87343614,1,,,-15.716,
87345048,3,35.447,14.477,-10.696,85.00
87345374,1,,,-18.382,
87347689,1,,,-21.801,
87347793,2,0.620,0.310,-7.414,29.00
87347950,1,,,-30.903,
87348559,3,0.216,0.096,-9.090,26.00
87348648,9,24.703,9.600,-30.723,412.00
87351231,16,0.269,0.074,-30.949,53.00
87351454,2,20.469,10.235,-46.150,29.00
87351819,16,0.613,0.162,14.564,53.00
87352952,1,,,7.988,
87353291,16,36.400,15.558,-42.397,53.00
87353895,16,1.354,0.373,-50.470,53.00
87355573,8,1.754,0.629,-72.377,40.00
87356029,2,1.019,0.509,-7.199,29.00
87356086,2,0.912,0.456,-6.897,29.00
87356839,2,36.809,18.404,17.979,29.00
87356955,2,16.054,8.027,-45.728,29.00
87357064,2,2.573,1.286,-45.631,29.00
87357461,16,5.328,1.230,-24.340,53.00
87357997,1,,,-15.235,
87358098,2,0.155,0.078,-3.376,29.00
87358823,1,,,45.263,
87358942,1,,,-10.380,
87360716,1,,,-11.369,
87362906,2,0.147,0.074,-6.803,5.00
87362978,3,2.968,1.343,-2.943,5.00
87363323,3,1.394,0.607,-5.471,5.00
87363492,3,1.226,0.577,-5.453,5.00
87364201,1,,,37.973,
87366584,4,26.868,11.320,37.960,116.00
87367162,3,0.377,0.162,-26.072,2.00
87367357,3,0.067,0.028,-21.896,2.00
87368221,1,,,-36.577,
87368394,1,,,19.812,
87369172,16,15.861,6.425,6.301,61.00
87369501,0,,,,
87369548,5,88.963,39.494,-59.027,11.00
87370807,3,3.892,1.722,-28.064,2.00
87370880,3,0.364,0.166,-34.297,2.00
87371697,16,0.751,0.205,-10.965,61.00
87372225,5,0.736,0.274,-17.545,11.00
87372592,16,3.024,0.860,3.125,61.00
87373068,8,31.369,9.783,28.729,45.00
87373105,5,11.062,3.917,-26.420,59.00
87376178,1,,,-40.752,
87376409,1,,,-5.407,
87376426,1,,,-44.071,
87377230,1,,,-24.315,
87378995,3,0.180,0.074,-43.238,2.00
87379744,3,4.276,1.811,-99.751,18.00
87380186,13,1.174,0.316,-6.374,60.00
87383393,2,0.097,0.048,-36.899,26.00
87383698,16,71.359,27.187,-20.950,61.00
87386173,1,,,8.046,
87386323,1,,,14.930,
87388726,1,,,24.135,
87389211,1,,,-37.207,
87390373,2,14.330,7.165,-23.817,5.00
87391977,1,,,-21.782,
87392330,1,,,-19.505,
87393545,1,,,9.203,
87395034,4,17.476,6.929,-35.743,12.00
87395590,5,1.194,0.428,-68.277,11.00
87396020,2,3.565,1.783,-29.972,26.00
87396323,2,0.183,0.091,-25.487,26.00
87396476,2,14.855,7.428,-37.101,26.00
87396659,2,11.187,5.594,-41.522,26.00
87396814,2,26.310,13.155,-49.980,26.00
87399199,2,0.906,0.453,2.509,26.00
87400114,1,,,-11.536,
87400995,1,,,-20.507,
87402483,2,7.849,3.924,-48.674,28.00
87403817,2,0.044,0.022,-12.958,28.00
87406935,6,5.303,1.766,1.116,412.00
87408253,3,3.406,1.564,1.062,26.00
87408413,1,,,-22.308,
87409201,3,10.730,4.674,-56.658,244.00
87409356,1,,,-20.818,
87410476,3,9.061,3.748,-4.228,22.00
87411391,4,0.646,0.270,15.139,28.00
87411443,2,0.084,0.042,-34.456,337.00
87411608,3,9.060,3.789,-49.373,3.00
87413651,7,0.185,0.073,-41.044,299.00
87414004,6,20.385,8.362,17.130,354.00
87415208,2,0.853,0.427,0.063,113.00
87417495,3,58.527,23.944,-23.816,270.00
87419849,19,1.327,0.360,-13.039,2772.00
87423531,1,,,16.473,
87423840,2,1.981,0.991,-48.177,325.00
87427650,1,,,19.203,
87427703,1,,,-53.410,
87428016,1,,,-20.233,
87429062,1,,,-1.914,
87430239,3,11.010,4.783,-45.264,412.00
87430483,2,0.453,0.227,5.201,269.00
87434056,3,6.027,2.836,4.075,270.00
87434887,1,,,23.388,
87435068,1,,,9.576,
87435705,2,0.221,0.111,-22.470,269.00
87436246,1,,,-18.158,
87436639,1,,,-26.220,
87437229,2,34.373,17.186,-45.862,0.00
87437559,1,,,-8.171,
87439248,6,43.762,17.736,-68.414,61.00
87439422,2,0.104,0.052,-29.534,7.00
87440456,3,3.232,1.326,0.491,270.00
87443822,10,0.331,0.086,-6.121,415.00
87444292,3,0.593,0.248,-19.722,412.00
87445302,1,,,15.684,
87445521,1,,,-92.578,
87446583,4,5.425,2.147,18.934,54.00
87447844,6,5.146,1.817,-18.565,415.00
87448165,1,,,-25.113,
87448390,1,,,-27.072,
87449796,11,5.456,1.333,-7.159,415.00
87450672,10,0.382,0.126,43.426,415.00
87454478,1,,,-6.609,
87456684,3,0.481,0.198,-16.919,412.00
87456743,1,,,11.422,
87457388,1,,,40.649,
87459368,6,17.963,6.727,9.018,3362.00
87461398,1,,,-13.547,
87462076,1,,,-66.273,
87463664,3,9.133,4.241,1.374,215.00
87463733,1,,,-41.287,
87464914,1,,,25.573,
87465372,3,47.446,21.968,-14.107,76.00
87467739,3,23.684,9.717,-11.190,26.00
87467784,1,,,-24.670,
87468393,9,2.546,0.790,-16.051,140.00
87469173,1,,,1.115,
87470724,1,,,-40.304,
87475909,1,,,-30.849,
87476815,3,54.134,22.106,-33.468,412.00
87477161,1,,,-43.279,
87477643,4,3.408,1.306,-31.987,415.00
87479946,1,,,-62.203,
87482900,1,,,32.169,
87490390,6,4.258,1.331,59.786,391.00
87494335,12,186.661,61.927,65.460,346.00
87496155,1,,,-43.615,
87496671,1,,,-21.369,
87498327,1,,,41.283,
87498853,1,,,0.760,
87499650,3,83.614,37.847,-35.647,54.00
87500256,4,46.337,21.614,-15.323,54.00
87502919,3,16.248,7.327,-14.390,26.00
87503283,3,12.744,5.304,-25.312,54.00
87505591,5,0.279,0.115,-57.635,282.00
87507240,1,,,20.669,
87508244,3,97.129,40.135,-146.219,38.00
87508619,1,,,-61.967,
87508878,1,,,-20.046,
87510779,2,57.178,28.589,-16.547,1.00
87515798,2,0.110,0.055,11.371,412.00
87516541,1,,,30.602,
87516609,1,,,-90.517,
87524734,1,,,-67.835,
87528383,1,,,-3.384,
87528696,1,,,-31.874,
87529098,1,,,-36.615,
87529521,1,,,-37.178,
87531076,1,,,-50.368,
87532099,2,0.062,0.031,24.413,1.00
87532654,1,,,-62.960,
87532940,3,0.093,0.040,-73.554,417.00
87533083,1,,,-3.531,
87533748,1,,,-25.371,
87534821,2,0.137,0.069,-15.772,1.00
87537788,1,,,-34.935,
87540669,3,0.147,0.066,10.387,35.00
87543087,1,,,-41.115,
87543671,1,,,-21.355,
87553257,1,,,17.868,
87553911,1,,,-66.943,
87555424,1,,,9.744,
87555819,1,,,-27.461,
87557471,1,,,-49.958,
87557885,1,,,34.045,
87560750,1,,,-58.901,
87561821,1,,,-25.829,
87562808,14,67.722,21.422,-12.490,1701.00
87563135,7,0.469,0.163,-38.424,334.00
87564162,1,,,6.674,
87564360,1,,,-40.530,
87565929,1,,,-5.405,
87566586,1,,,-31.033,
87567262,1,,,27.408,
87570775,1,,,46.032,
87573768,1,,,4.217,
87574395,1,,,-9.996,
87574843,1,,,-28.921,
87575121,1,,,-19.809,
87578996,1,,,-58.124,
87582034,2,0.020,0.010,30.452,19.00
87582165,2,0.150,0.075,-41.902,19.00
87583219,1,,,-68.926,
87586507,2,12.938,6.469,-77.729,19.00
87592762,1,,,-32.790,
87594981,1,,,-20.556,
87597046,1,,,-41.378,
87602956,1,,,15.196,
87604914,1,,,13.109,
87606629,1,,,-5.489,
87607801,1,,,-16.467,
87609232,1,,,-24.332,
87615920,1,,,-59.066,
87617670,1,,,-13.779,
87623461,1,,,5.687,
87628546,1,,,8.313,
87630541,1,,,-23.578,
87631171,8,0.223,0.070,-57.135,384.00
87632202,1,,,-23.164,
87636877,1,,,-3.371,
87637457,1,,,-24.663,
87640025,1,,,-35.094,
87640891,2,0.001,0.001,-43.273,55.00
87641754,2,0.007,0.004,-34.221,55.00
87641866,1,,,-62.333,
87642224,1,,,-14.969,
87645261,1,,,-27.411,
87645802,1,,,-40.277,
87646082,1,,,-19.557,
87649442,1,,,-46.822,
87657773,1,,,-29.617,
87658151,8,3.691,1.233,-106.457,333.00
87658513,1,,,8.068,
87659958,1,,,13.164,
87660062,1,,,24.162,
87661260,1,,,19.898,
87661364,1,,,35.344,
87666285,1,,,-23.465,
87666861,1,,,10.628,
87668731,1,,,-2.624,
87673201,1,,,-17.801,
87673967,1,,,-6.359,
87678445,1,,,-73.925,
87680035,1,,,-59.491,
87684111,1,,,31.881,
87685266,1,,,-16.667,
87686596,1,,,-10.826,
87695254,1,,,-43.449,
87702332,1,,,-27.578,
87702646,1,,,-24.923,
87703733,1,,,-10.614,
87705859,3,0.252,0.114,52.291,100.00
87709954,1,,,-32.453,
87711879,1,,,-72.488,
87713110,2,0.086,0.043,-64.587,23.00
87713482,2,43.579,21.790,-29.085,23.00
87715863,2,0.014,0.007,-17.780,23.00
87717355,2,11.575,5.787,-35.617,23.00
87720873,1,,,-83.566,
87720915,1,,,-120.323,
87723148,1,,,-59.356,
87724050,1,,,10.692,
87724642,1,,,-34.091,
87725695,2,5.433,2.716,14.248,23.00
87725967,1,,,-3.907,
87728131,2,0.998,0.499,0.596,23.00
87728154,1,,,15.493,
87729387,1,,,19.718,
87729585,1,,,-8.021,
87730321,1,,,-66.664,
87730481,1,,,-52.872,
87731490,1,,,6.696,
87733938,1,,,8.967,
87734282,7,0.526,0.161,-36.315,363.00
87734359,6,0.700,0.241,16.181,363.00
87734877,1,,,-18.600,
87735302,1,,,-56.060,
87737667,2,0.071,0.035,39.708,23.00
87740170,5,13.262,5.070,-12.517,363.00
87750832,1,,,-34.060,
87764269,1,,,-26.553,
87764923,1,,,-29.680,
87765657,1,,,17.063,
87767247,1,,,-67.815,
87767508,1,,,-12.848,
87770888,1,,,-24.716,
87772762,1,,,-8.985,
87774853,1,,,-32.518,
87776166,1,,,-29.811,
87776299,1,,,-1.530,
87782089,2,0.185,0.093,-16.932,5.00
87782750,1,,,-62.799,
87785241,1,,,24.370,
87786240,2,0.543,0.272,-11.738,15.00
87787372,1,,,-25.476,
87789800,1,,,-37.527,
87790339,3,2.441,1.017,-8.125,37.00
87795133,1,,,-53.040,
87809776,1,,,-41.526,
87810067,1,,,-80.381,
87812084,1,,,-63.981,
87814150,1,,,-30.666,
87819259,1,,,-25.783,
87820080,1,,,-14.764,
87820515,1,,,-54.097,
87822755,1,,,-56.313,
87823469,1,,,-9.161,
87826354,1,,,-31.939,
87828438,8,106.604,40.114,-110.104,384.00
87828944,1,,,1.294,
87829583,1,,,17.986,
87829608,3,98.335,42.151,-17.943,75.00
87830370,1,,,-25.823,
87830631,1,,,-111.157,
87832776,1,,,-59.509,
87837002,9,95.953,37.003,-14.703,140.00
87837146,1,,,-112.892,
87838468,3,54.128,24.623,-34.123,27.00
87840403,1,,,-17.140,
87849292,1,,,-91.433,
87850131,1,,,-27.648,
87850774,10,1.238,0.494,-16.677,415.00
87854382,1,,,-35.541,
87855181,6,44.428,16.123,-48.063,60.00
87859569,1,,,-6.531,
87864015,3,2.482,1.123,36.705,340.00
87864187,3,4.829,2.207,-31.146,340.00
87864227,8,23.235,9.301,-28.543,302.00
87866236,1,,,-17.402,
87866499,10,3.074,1.147,-59.711,415.00
87866816,1,,,-17.553,
87867163,3,56.644,25.521,-53.248,108.00
87868141,11,83.433,22.192,3.726,745.00
87868152,2,0.485,0.242,43.274,330.00
87868199,2,0.320,0.160,-17.610,330.00
87869219,9,1.270,0.420,16.306,409.00
87870413,3,2.477,1.136,-6.897,108.00
87871379,2,1.080,0.540,5.804,330.00
87871425,2,0.151,0.075,-43.066,330.00
87871956,2,0.156,0.078,-6.596,330.00
87872479,6,25.390,8.903,-33.460,415.00
87872498,1,,,-34.683,
87873163,2,0.038,0.019,-34.551,330.00
87874775,2,3.415,1.708,14.131,336.00
87874802,10,10.867,4.155,-103.176,415.00
87888673,1,,,-19.066,
87916384,1,,,-20.178,
87917262,2,0.060,0.030,-46.374,330.00
87918223,2,0.017,0.008,-49.292,330.00
87920264,1,,,-37.794,
87923003,1,,,-38.843,
87924595,2,12.280,6.140,-71.159,330.00
87924612,1,,,-78.872,
87924776,2,0.304,0.152,4.608,330.00
87925295,1,,,-33.041,
87927315,9,0.175,0.047,-53.382,150.00
87928022,6,25.247,7.890,27.454,60.00
87938873,1,,,-63.848,
87945335,26,0.509,0.105,10.517,396.00
87946223,7,75.434,29.962,-104.149,401.00
87947003,1,,,-68.298,
87947425,1,,,-12.514,
87947527,3,117.461,51.196,162.275,49.00
87947700,1,,,58.138,
87948109,1,,,-83.127,
87952506,3,6.049,2.488,-5.440,248.00
87954843,1,,,-21.124,
87957132,1,,,-1.792,
87964475,1,,,-79.308,
87966186,1,,,-11.505,
87975482,1,,,-29.487,
87976687,2,3.183,1.591,7.931,35.00
87978145,1,,,-21.643,
87982248,1,,,-19.778,
87982996,1,,,-58.877,
87984282,1,,,25.202,
87989412,1,,,-17.954,
87990216,10,0.138,0.044,-17.942,396.00
87995032,1,,,-22.461,
88002220,8,32.018,11.910,-44.626,145.00
88007012,1,,,-3.285,
88009894,1,,,-40.369,
88010070,9,0.165,0.043,65.473,150.00
88011726,3,11.849,5.532,11.204,27.00
88027443,1,,,-10.687,
88029618,4,33.002,13.600,7.462,74.00
88032370,3,34.845,14.844,-85.545,85.00
88033564,22,1.598,0.395,-9.037,395.00
88034407,1,,,-13.299,
88035199,4,0.372,0.148,-14.805,74.00
88036438,1,,,-89.530,
88041531,1,,,-47.382,
88043690,1,,,-62.584,
88044926,3,2.974,1.265,2.921,23.00
88049044,10,0.190,0.056,5.183,396.00
88050879,3,7.187,3.051,-20.656,214.00
88054292,1,,,15.308,
88054327,1,,,-44.706,
88055474,1,,,16.215,
88056257,1,,,-77.999,
88070760,1,,,-18.227,
88071959,1,,,-14.383,
88074846,3,58.230,24.087,70.403,385.00
88080788,2,7.388,3.694,-1.100,384.00
88081194,2,170.346,85.173,9.615,1.00
88101987,1,,,-3.411,
88104661,1,,,-25.540,
88105061,1,,,-26.568,
88117932,1,,,-73.824,
88129058,5,2.647,1.011,-24.874,395.00
88129796,1,,,-63.823,
88132406,4,19.528,6.966,-22.071,8.00
88132608,1,,,-5.533,
88138431,1,,,-5.799,
88147141,6,36.886,13.382,53.653,38.00
88147827,1,,,-49.917,
88148162,1,,,36.074,
88149835,1,,,-34.456,
88151246,2,0.292,0.146,33.424,3.00
88153067,1,,,-29.532,
88157318,1,,,12.531,
88160113,1,,,17.012,
88164451,1,,,-24.126,
88167110,1,,,-17.449,
88168987,1,,,-29.801,
88171578,1,,,34.339,
88191256,3,0.976,0.444,-82.192,238.00
88193589,3,52.515,21.485,-24.211,55.00
88199235,1,,,-2.405,
88200044,19,0.360,0.088,-45.884,163.00
88200290,19,0.292,0.078,-27.672,163.00
88204414,6,1946.945,679.563,-803.339,88.00
88206727,1,,,9.557,
88210490,4,1.427,0.533,-0.541,22.00
88211239,3,3.880,1.600,-4.320,357.00
88211356,12,57.155,24.701,-26.087,152.00
88214135,3,66.382,27.709,12.253,2.00
88214654,4,0.075,0.030,-16.087,441.00
88214937,4,35.332,13.363,4.497,438.00
88215543,3,0.196,0.082,-11.748,2.00
88215704,3,59.094,25.321,3.093,2.00
88215710,6,1.346,0.487,-23.317,358.00
88215913,6,0.216,0.069,-8.247,358.00
88216228,4,0.409,0.168,-12.628,438.00
88216613,3,88.636,39.488,-5.207,53.00
88218354,11,4.715,1.710,8.146,152.00
88219567,4,2.448,0.881,6.256,438.00
88220026,4,12.496,4.970,7.875,438.00
88220657,4,7.543,2.804,-7.658,438.00
88221975,3,0.025,0.011,-24.100,2.00
88222041,3,953.402,442.425,-28.204,53.00
88223517,3,0.611,0.251,22.033,2.00
88223735,4,3.118,1.192,-23.581,438.00
88224885,3,8.059,3.698,59.670,2.00
88225938,4,0.255,0.093,-36.566,438.00
88226885,14,83.453,20.986,39.012,590.00
88227148,4,1.695,0.603,-12.989,438.00
88227350,4,0.437,0.175,39.711,438.00
88233909,4,2.054,0.881,-26.018,438.00
88234341,4,1.038,0.440,-5.460,438.00
88237390,4,0.189,0.078,-23.206,825.00
88238020,1,,,5.328,
88242635,1,,,-4.697,
88242741,1,,,-52.476,
88243326,1,,,-17.164,
88243946,1,,,-94.281,
88246455,4,0.442,0.190,-37.478,438.00
88251874,3,1312.078,599.256,668.897,2.00
88254501,3,25.053,10.235,-24.113,2.00
88269394,1,,,-29.848,
88270988,1,,,-28.221,
88272614,4,10.188,4.265,-4.527,3280.00
88274592,4,1.280,0.523,-25.724,82.00
88275607,1,,,-6.647,
88277747,3,1.811,0.781,32.769,55.00
88279929,1,,,-12.184,
88279949,1,,,-8.270,
88281791,1,,,-59.124,
88285285,3,0.249,0.108,-44.458,55.00
88292147,8,55.703,15.250,-103.478,325.00
88293910,5,90.051,31.839,-37.511,4.00
88294153,8,30.748,9.210,-38.823,325.00
88297235,6,0.578,0.177,-35.237,301.00
88298330,6,0.080,0.026,-19.207,383.00
88298846,6,10.017,3.723,-65.103,383.00
88300280,5,4.996,1.929,-15.987,4.00
88300820,6,5.761,2.224,12.768,765.00
88301069,5,131.686,62.168,15.648,4.00
88301498,6,0.231,0.076,-66.872,765.00
88302033,1,,,-25.888,
88302091,1,,,36.698,
88303124,6,0.203,0.066,-21.304,382.00
88303188,12,104.197,27.322,12.413,384.00
88303723,6,0.234,0.089,-12.352,383.00
88304417,2,6.438,3.219,2.748,1.00
88304455,8,50.737,17.900,3.132,442.00
88304470,3,8.154,3.458,13.998,59.00
88305328,12,5.993,1.957,-34.224,384.00
88306192,12,0.747,0.158,13.661,384.00
88307812,6,1.235,0.459,-7.724,382.00
88308758,6,2.971,1.084,-86.119,382.00
88310508,5,2.719,0.928,-15.765,4.00
88312438,6,8.957,3.327,-22.931,383.00
88314545,5,7.274,2.863,-62.410,4.00
88315898,2,3.233,1.617,21.013,17.00
88315915,2,0.144,0.072,4.067,17.00
88316519,2,0.312,0.156,-36.710,17.00
88316528,2,0.223,0.111,45.790,17.00
88337811,6,70.790,24.405,-37.230,668.00
88337895,3,8.168,3.381,-21.787,270.00
88337976,7,48.376,18.395,68.120,275.00
88338118,1,,,40.722,
88338298,4,0.280,0.110,-7.802,41.00
88338307,26,5.592,1.270,-5.648,773.00
88338377,4,150.250,59.641,-72.309,40.00
88338948,1,,,16.389,
88339836,1,,,-7.919,
88339913,1,,,54.647,
88340151,1,,,-41.971,
88347543,26,13.585,5.052,-18.953,773.00
88348703,26,2.464,0.631,-6.669,773.00
88348780,6,13.180,5.030,-69.006,668.00
88354838,1,,,-44.855,
88355562,1,,,12.713,
88355641,1,,,13.264,
88355944,1,,,-34.146,
88356727,26,4.360,0.854,11.279,773.00
88356771,8,3.629,1.170,-24.794,42.00
88356806,4,1.197,0.441,-38.198,40.00
88356846,26,42.166,13.207,-12.757,773.00
88356926,1,,,-5.076,
88357112,26,0.861,0.190,-41.640,773.00
88357709,3,8.782,3.931,-22.854,270.00
88357721,3,0.174,0.074,-41.162,270.00
88360601,26,9.900,3.116,-7.235,773.00
88361025,26,2.056,0.408,-14.594,773.00
88361182,26,14.144,6.130,-16.491,773.00
88361448,6,0.358,0.104,-58.714,668.00
88361643,4,3.441,1.394,-53.919,41.00
88362109,6,6.643,2.259,-0.076,668.00
88362165,1,,,12.156,
88362214,4,0.329,0.126,-73.885,40.00
88362403,25,57.242,13.093,-71.426,773.00
88362410,8,31.436,10.699,-39.624,42.00
88362423,3,4.448,2.026,-30.488,26.00
88362601,1,,,2.474,
88363300,6,10.446,4.140,-64.849,668.00
88363586,26,3.882,1.091,-21.349,773.00
88363592,8,83.840,26.925,-50.344,42.00
88363763,6,13.655,5.269,-105.544,668.00
88363798,1,,,2.823,
88364427,7,157.640,70.491,89.426,275.00
88364536,1,,,-4.313,
88364578,26,35.783,6.989,-35.456,773.00
88364906,1,,,-8.065,
88365619,13,0.422,0.115,-37.059,674.00
88366231,1,,,-16.131,
88366327,1,,,65.039,
88367440,1,,,-8.905,
88368311,1,,,-71.524,
88368562,1,,,-1.505,
88369026,1,,,42.223,
88369652,1,,,-59.461,
88369661,1,,,-6.707,
88370479,1,,,18.725,
88370583,1,,,0.981,
88370667,1,,,-48.246,
88370920,1,,,-29.747,
88371009,2,3.340,1.670,52.598,711.00
88371193,1,,,-53.711,
88371344,2,9.213,4.606,-26.638,711.00
88372067,1,,,10.275,
88372172,1,,,-16.338,
88372303,2,0.013,0.007,-17.126,711.00
88372927,2,9.874,4.937,-15.727,711.00
88372978,1,,,-2.335,
88373029,1,,,7.124,
88373907,1,,,-39.382,
88374297,2,0.094,0.047,66.481,711.00
88374333,1,,,76.042,
88375008,2,0.004,0.002,18.801,711.00
88377403,1,,,37.185,
88377764,1,,,36.127,
88378038,1,,,-11.720,
88378422,1,,,37.030,
88379668,1,,,-0.796,
88381364,1,,,-4.032,
88381438,1,,,-41.889,
88383143,1,,,94.408,
88383415,1,,,-22.656,
88391502,1,,,-41.177,
88392650,1,,,-92.703,
88394554,1,,,30.064,
88395459,1,,,-28.703,
88396580,1,,,-29.123,
88413657,1,,,-30.042,
88414237,1,,,-31.333,
88414450,1,,,-39.858,
88414544,1,,,6.434,
88417084,4,36.635,13.302,-26.904,353.00
88418797,4,15.475,5.513,-44.327,353.00
88418870,4,1.554,0.574,-38.171,353.00
88421027,1,,,9.797,
88421121,4,57.284,21.690,87.916,353.00
88421417,1,,,-5.552,
88422521,1,,,5.440,
88423258,1,,,30.476,
88424157,2,0.021,0.011,56.542,4.00
88424427,1,,,3.450,
88425736,1,,,0.898,
88425761,1,,,94.660,
88426158,1,,,-30.547,
88426717,1,,,-40.483,
88426955,1,,,-32.307,
88429027,1,,,28.154,
88431405,1,,,-17.398,
88433255,2,14.356,7.178,-26.909,28.00
88433983,1,,,-20.259,
88434025,4,12.683,5.073,-1.935,353.00
88434115,4,2.771,1.064,-28.362,353.00
88434200,4,27.929,11.389,32.148,353.00
88434673,4,12.449,4.820,-17.418,353.00
88435600,1,,,-30.850,
88435770,1,,,8.259,
88436382,1,,,-28.250,
