sdss_id,l,b,flagged
54464028,120.45925459588123,-4.818014079275727,False
54464492,119.88839995185252,-4.708814073136349,True
54464833,119.60657424508993,-4.366314367665839,False
54464925,119.8750356501535,-4.416155944039252,True
54465011,119.95370813183122,-4.189065706401625,False
54465279,119.61405159132426,-3.8285755638703254,False
54465345,120.37650683442178,-4.381995142111994,True
54465824,120.6339114380054,-3.8349233919504697,False
54466079,120.25186111404938,-3.5988794587144732,False
54466400,119.75142921241056,-3.715198909403584,False
54466526,120.13311155916779,-3.704541134406246,False
54466808,119.79398820957515,-3.2974289329718993,False
54467293,119.10338513428746,-3.812966920298074,False
54467341,119.52349150521148,-3.9742907514152144,False
54467620,119.21374554105078,-3.611318027274197,True
54467675,119.12262881452939,-3.4498861050934186,False
54467917,118.70664084243316,-3.724702404522026,False
54468012,118.79857762477084,-3.6054120360501614,False
54468052,118.73148956723539,-3.424240457551338,False
54468282,118.99995270365191,-3.3945762298651805,False
54468566,118.77907158623621,-3.2126462914605183,False
54468817,119.45162705701249,-3.3363439678702136,False
54468857,119.33229621917077,-3.48262310673344,False
54469040,119.39615494231437,-3.217637842556133,True
54469227,119.51419919324906,-3.1676564792657986,True
54469480,119.41095354110381,-2.917780846548887,False
54469610,119.11577152482849,-3.1649776853060714,False
54469672,118.99088917897862,-3.0227357231737026,False
54469677,119.18274955637602,-3.125441895923607,False
54470369,118.80118443465142,-2.2568094479473877,False
54470384,120.6691531825971,-3.7955977927664115,False
54470424,120.60572382009914,-3.6800447916386774,True
54470601,120.36192560639216,-3.557222822925189,False
54470746,120.40315565479682,-3.2401836918503246,False
54470865,120.78035060213712,-3.199577112608701,False
54471222,120.08512612411548,-3.2273991524835255,True
54471436,119.99416602435562,-3.14458748243431,True
54471795,120.32670589328443,-2.717029317690557,False
54471875,120.2281510985037,-2.6490264982653366,True
54471885,120.26450501534063,-2.603629246498107,True
54471900,120.18595428026529,-2.6069099607743844,False
54471958,120.02421519447834,-2.7679132138362452,False
54472204,119.92102527634127,-2.325721349495387,False
54472241,120.87989783540606,-2.92114493976739,True
54472427,120.56454822611077,-2.7576073903999623,False
54473007,120.64706815159342,-2.2977554971883953,True
54473200,120.56858388283402,-2.12263246753114,False
54473218,120.62819265084984,-2.0988718323284834,False
54473258,120.38327384368101,-2.6029462187115358,True
54473513,120.22605052361429,-2.408921487156664,False
54473633,120.27083401929886,-2.316828320000548,False
54473727,120.07879006678486,-2.426559289812156,False
54473870,119.97964880293533,-2.1933127966103605,False
54473950,120.14669797832816,-2.1427514407940564,False
54474313,120.2324030124657,-2.0860904692054065,False
54474739,119.70763438589346,-2.7429175657263065,False
54475224,119.84938878347468,-2.3779996605270153,False
54475435,119.44054474911735,-2.29955220896578,False
54475504,119.61630322562492,-2.1699756105111465,False
54475559,119.5163601346731,-2.0453581908664207,False
54475573,119.44070248463011,-2.0220178540981784,True
54476175,119.2084641654223,-1.8505500778561856,False
54476220,119.06166468722702,-1.8712300774196027,False
54476221,119.07202559418175,-1.863006105582979,False
54476922,119.93943545250931,-1.8533464224670926,False
