sdss_id,teff1,teff2
76153600,4469.217950848079,4469.217950848079
76161867,5799.134791317878,5470.244147100942
76165193,6897.908280309869,5020.018434731668
76173138,6971.0388451301305,6971.0388451301305
76210619,4362.741155832286,4362.741155832286
76273807,5857.853737674121,4564.092973165579
76321596,5117.894233106656,4412.761380548349
76323424,5475.178408100567,4794.073519730285
76348699,4309.043056542523,4245.576244469257
76352303,5991.301130164876,5991.301130164876
76473185,5063.578374697906,4944.957667204047
76474220,4620.081207042073,4235.215033343859
76571853,4787.004984453844,4787.004984453844
77088786,4956.141243358692,4543.222822280446
77414956,4200.025788108183,4200.025788108183
77435004,5882.423015700156,4232.803469077169
77581133,5876.247004076034,5876.247004076034
77724532,5149.523080809573,4686.515521882553
77815037,4864.788590594401,4761.319660175516
78502593,4200.184045925204,4200.184045925204
78606444,6193.082258113229,6193.082258113229
78688841,6999.095151996717,6034.908382117113
78752148,4200.057655952106,4088.9662066763794
78762917,4819.4930070223,4732.726241737449
78964518,6635.499510570338,6559.372960048178
78991306,4792.643027067383,4080.0645195328234
78997559,6092.367220374559,5430.224921784077
79040675,6323.741673485349,6323.741673485349
79048804,4964.9781655496645,4517.11046992302
79073304,5195.475935392823,4227.7030420867095
79106001,6162.482179211141,6157.833985294748
79156313,5309.0080323100965,4060.139562295858
79235558,5613.171809764807,5065.058667547967
79330971,5925.8585086002,3900.6359104189055
79492712,6545.554883999331,4612.248799885289
79497740,4608.671341213832,4520.113453862317
79744199,5855.758862424978,4146.743453524328
79751863,4200.313610167369,4140.940576163483
79787625,6769.60313388977,6416.974777593898
79812522,5844.019023702833,4205.556532344392
79814354,4884.523620521079,4742.920035203839
79859003,5268.793562489369,4377.942290122757
79960471,4900.642219354401,4645.365100002322
80010285,4984.374391814004,4430.861046310274
80042401,5775.532036878989,4160.796404128159
80044492,5878.6785530627485,4333.156580395826
80073719,4200.858814345467,4200.858814345467
80090514,4227.669369940966,4227.669369940966
80107288,5915.229608876809,5196.779667319125
80164724,6355.23459028031,6185.198931205706
80169588,6010.312943620594,5749.767264916834
80182336,6452.884984815261,6452.884984815261
80191313,4620.994033217162,4475.405083059225
80223378,6189.815159390896,6083.815961071289
80272569,5911.763391150328,4670.391135125077
80274835,5101.438880351167,4905.296879392015
80393283,5289.74460238985,4057.5787447661833
80418410,4200.099751479596,4200.099751479596
80433404,6488.409879935518,6419.189277480559
80474814,4418.229729730525,4418.229729730525
80613992,4293.841306700304,4182.233242271253
80648617,5625.683960974003,3936.505244973402
80670294,5895.512051881056,5895.512051881056
80696517,4294.55853677904,4140.167246671061
80833449,5873.9028762845865,5262.430044797008
80838398,4690.665906511024,4077.7597068415994
80881917,5960.643620345868,5301.775050587378
80883690,4206.408942895953,4133.807094568512
80905378,5857.862655912312,4104.803458577996
80941178,6000.169631173884,4760.192170967457
81407033,6622.5692030662685,6537.616509092438
83365033,6312.144974137433,6312.144974137433
84693769,6952.223322541638,6689.291213012709
85082312,5782.0375727952105,5782.0375727952105
85200436,4200.36944427635,4200.36944427635
85704605,5419.21511922595,4749.624580476471
85927370,5092.939525689291,4767.421169817087
86387570,5656.04999555856,4524.244233624277
86427034,6084.639114607429,5832.724486487845
86488410,4200.078542129812,4200.078542129812
86564940,5392.544892403927,4465.809386851901
