sdss_id,n_visits,delta_chi2_23,f_imp_23,q2_triple,q3_triple,outer_component,v1_triple,v2_triple,v3_triple,inner_corr,q_inner_dyn,vetted,vision_triple,double_vetted,fail
92510057,10,9063.331347647996,0.1591590184211661,0.7069305413267459,0.3282833279756966,0,5.47;3.84;5.29;5.37;4.23;5.32;3.62;5.39;4.85;4.67,-15.84;37.29;-17.14;-16.98;-20.74;-16.40;-21.47;-15.91;-19.08;-19.69,8.63;-69.63;-1.98;97.32;80.78;92.81;0.06;7.79;-24.15;74.89,-0.595,0.526,True,False,False,
65804315,11,20867.720910279604,0.2578947445778997,0.6937258833268397,0.2978657182842036,0,13.07;13.42;6.95;13.15;13.30;12.90;6.99;13.07;13.22;6.18;15.82,45.71;50.18;88.75;49.31;48.26;-27.79;88.60;47.56;49.76;-72.02;69.00,50.15;11.54;8.68;47.64;13.30;-31.31;7.64;46.31;23.02;-80.09;19.36,0.766,,False,False,False,"V3,V4"
62159976,4,23256.60224116588,0.329831166104664,0.9899999963809544,0.3881911996114029,0,8.63;3.94;5.13;2.65,48.67;-24.28;-22.64;-26.29,37.17;4.88;11.51;6.25,0.987,,False,False,False,"V3,V4"
79994814,3,45969.64244921302,0.3537950017616302,0.9078447734732344,0.1616353654381997,0,20.09;15.33;15.28,34.64;15.27;18.07,-40.98;90.30;8.61,-0.863,0.183,True,False,False,
60437156,3,174890.18471117853,0.6449829367555427,0.6461005990287655,0.6800643855599373,0,15.81;18.09;16.82,20.70;-1.20;18.44,29.82;15.15;67.77,0.647,,False,False,False,"V3,V4"
80881412,5,9011.094537604688,0.1495654620956686,0.7638750317533696,0.1269698628606447,2,16.38;5.91;15.32;25.41;24.98,15.54;62.52;16.79;-10.12;-14.29,20.21;25.87;22.96;26.56;17.80,-0.988,0.266,True,True,True,
55613719,3,56206.32045720104,0.3798325907287201,0.9899999414013868,0.6195599268652753,2,-2.20;-18.80;8.41,4.87;6.56;-7.66,12.41;2.61;8.87,-0.857,2.06,True,False,False,
57118662,3,4030.986515858036,0.1545256882152615,0.4965287321432324,0.5005241165922428,0,-17.74;-19.91;-20.15,-37.78;-23.70;-25.86,-24.33;-39.65;-40.47,-0.982,0.849,True,False,False,
56396670,5,206563.8969072052,0.2967855913419055,0.9897574405068033,0.8624064350193933,2,107.56;-30.15;51.84;65.67;-89.87,-25.49;40.04;-31.89;-29.12;-30.07,-23.20;-31.56;-28.66;-31.13;-28.41,-0.324,7.911,False,False,False,"V3,V4"
70940615,4,23216.017220461392,0.3911011489138219,0.9034036393725692,0.1008898970769142,0,2.20;-0.08;-4.31;-4.62,-39.94;32.49;-61.37;18.16,-29.85;-41.58;-44.35;-10.08,0.373,,False,False,False,"V3,V4,V6"
114733389,4,36367.88569540791,0.4212492648287873,0.8917090101554186,0.134854674538503,0,-24.35;-23.18;-28.65;-22.56,11.60;21.08;-11.90;29.15,32.06;-39.10;6.06;-45.30,-0.642,0.747,True,True,True,
115308661,3,6921.667020139415,0.1952869887564769,0.7363539596582268,0.477370749401575,1,-10.65;-9.00;4.31,15.04;18.97;18.36,-34.02;-38.79;-7.39,0.971,,False,False,False,"V3,V4"
61457295,4,3264.384953655055,0.2114641337473652,0.8424057277657752,0.1984595860067015,1,8.05;18.32;11.50;8.40,23.49;31.92;26.42;23.79,30.40;32.06;65.84;9.23,0.227,,False,False,False,"V3,V4"
56440572,3,135554.5359698112,0.421885208243129,0.78992402056164,0.5303436551706407,0,-15.87;-16.83;-23.92,14.88;1.35;-28.53,-60.12;-51.65;38.44,-0.973,0.418,True,True,True,
98326382,4,467161.73373030656,0.5910264263441896,0.9574529725327818,0.1103325174427304,0,-3.66;-5.39;-3.00;0.44,37.17;21.72;52.62;-44.52,-21.14;-2.25;-2.84;38.40,-0.898,1.892,True,True,True,
59068152,3,3247.35415811278,0.1833830412831626,0.819047306892078,0.2607163866301543,1,-6.91;-8.00;2.97,10.82;8.74;13.01,17.87;40.07;70.63,0.866,,False,False,False,"V3,V4"
61981155,6,7775.233066556189,0.1402392691740902,0.6273300807776138,0.4405431852291485,0,-1.68;6.63;5.79;4.40;-1.49;-1.09,-31.64;-19.84;-20.73;-22.70;-31.24;-28.95,-23.85;-18.37;-21.35;-51.68;-26.06;-43.70,0.087,,False,False,False,"V3,V4"
95986885,5,215444.696812202,0.6073305997466114,0.4475696779802484,0.4590705295081394,0,-2.07;-1.86;-1.20;-1.87;-1.90,2.46;150.00;150.00;2.82;19.00,-26.22;-7.49;-10.36;-24.83;-38.72,0.863,,False,False,False,"V3,V4,V5"
99087125,5,25356.008211484324,0.3984543186910155,0.8140200660154087,0.1936940647146756,1,3.48;2.40;-6.18;-5.99;3.97,-3.81;-4.04;-12.16;-11.86;-3.58,4.81;0.80;-26.22;-9.97;-7.27,0.782,,False,False,False,"V3,V4"
62385094,3,13943.266229138258,0.2648919667733797,0.9833782554037532,0.1474710205574582,0,-3.83;-3.50;1.79,8.40;8.77;-7.52,-12.57;-0.34;-0.11,-0.497,2.626,False,False,False,"V3,V4"
80152615,3,2276.7391533252667,0.187426921641849,0.9562913592109205,0.2398441497033078,0,9.20;11.94;11.43,1.87;25.74;26.40,98.15;119.81;134.06,0.928,,False,False,False,"V3,V4"
58122546,5,11430.17955557014,0.243023786734537,0.9220866281397364,0.1218314566409755,0,-21.96;-23.22;-24.38;-22.97;-21.90,-40.89;-45.54;-49.18;-33.19;-36.59,-37.63;-41.94;-47.75;-56.10;-44.48,-0.418,2.233,False,False,False,V3
